fighter_id,name,nickname,wins,losses,ties,height_in,weight_lb,reach_in,stance,age,slpm,str_acc_dec,sapm,str_def_dec,td_avg,td_acc_dec,td_def_dec,sub_avg,hist_fights,hist_wins,hist_losses,hist_win_rate,hist_strike_acc,hist_td_acc,hist_sub_avg,hist_ctrl_avg,hist_finish_rate
2844b047183a1adb,Luis Pena,Violent Bob Ross,9,3,0.0,75.0,155.0,75.0,Southpaw,32.0,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,7.0,4.0,3.0,0.5714285714285714,0.4617002158196897,0.481859410430839,1.1428571428571428,326.57142857142856,0.5
2db0c114414d4f06,Karine Gevorgyan,The Princess,3,3,0.0,64.0,125.0,63.0,,37.0,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
bbab3baf66128ae2,Javid Basharat,The Snow Leopard,15,2,,69.0,135.0,69.0,Orthodox,30.0,5.18,0.54,2.75,0.63,1.83,0.4,0.83,0.1,5.0,3.0,2.0,0.6,0.538549946624918,0.3666666666666667,0.0,102.6,0.0
c742287ed86a09bc,Jessica Penne,,14,9,0.0,65.0,115.0,67.0,Orthodox,43.0,2.63,0.33,5.05,0.45,1.29,0.18,0.36,0.5,8.0,3.0,5.0,0.375,0.3565614183332792,0.26785714285714285,0.125,131.125,0.3333333333333333
2296125b6c362355,Wulijiburen,Beast Master,20,9,0.0,69.0,135.0,69.0,Orthodox,37.0,1.61,0.42,3.02,0.56,3.28,0.42,0.77,0.4,2.0,0.0,2.0,0.0,0.3957650273224044,0.4318181818181818,0.0,194.0,0.5
8377c5572cb356f3,Fabio Gurgel,,3,2,0.0,72.0,205.0,,Orthodox,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
12e0fdc606f7e274,Luis Saldana,,16,7,1.0,71.0,145.0,73.0,Orthodox,35.0,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,2.0,1.0,1.0,0.5,0.44517045454545456,0.0,0.5,78.5,0.0
5431dccc09118234,Lance Benoist,,7,2,0.0,71.0,170.0,72.0,Southpaw,37.0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,3.0,1.0,2.0,0.3333333333333333,0.5309280303030303,0.25396825396825395,0.0,243.33333333333334,0.0
21b8a0f5c231096f,Mark Coleman,The Hammer,16,10,0.0,73.0,205.0,75.0,Orthodox,61.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,11.0,7.0,4.0,0.6363636363636364,0.615439552220865,0.620515873015873,0.7272727272727273,87.27272727272727,0.8571428571428571
38c626ca912c7bac,Damir Hadzovic,The Bosnian Bomber,14,8,0.0,69.0,155.0,70.0,Orthodox,39.0,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,9.0,4.0,5.0,0.4444444444444444,0.4574051526871956,0.4666666666666666,0.1111111111111111,50.44444444444444,0.5
879f6cae48d25baa,Justin Lawrence,The American Kidd,10,4,0.0,68.0,145.0,67.0,Orthodox,35.0,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0,2.0,1.0,1.0,0.5,0.3519713261648746,0.29166666666666663,0.0,31.0,1.0
eb29176b03dfa888,Matt Wiman,,16,10,0.0,70.0,155.0,68.0,Orthodox,42.0,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,17.0,10.0,7.0,0.5882352941176471,0.5118994528241584,0.43417980828695113,1.0588235294117647,213.1764705882353,0.5
f1175ea3aafbf351,Hu Yaozong,Totoro,3,3,0.0,75.0,185.0,72.0,Orthodox,30.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,2.0,0.0,2.0,0.0,0.48659003831417624,0.0,0.5,168.0,0.5
0ff11cc094e887bc,Cain Velasquez,,14,3,0.0,73.0,240.0,77.0,Orthodox,43.0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,14.0,12.0,2.0,0.8571428571428571,0.5959819629974429,0.5058760683760684,0.21428571428571427,287.14285714285717,0.8333333333333334
d3f89fa685bd8420,Austin Bashi,,14,1,0.0,66.0,145.0,70.0,Orthodox,24.0,1.75,0.47,2.34,0.48,7.81,0.41,0.62,1.7,1.0,0.0,1.0,0.0,0.46,0.16666666666666666,0.0,341.0,0.5
232c582f29f8f65e,Gegard Mousasi,,42,6,2.0,74.0,185.0,76.0,Orthodox,40.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,11.0,8.0,3.0,0.7272727272727273,0.5089306962012746,0.625,0.2727272727272727,149.36363636363637,0.625
4b4fc3ddc307bc73,James Zikic,The Messenger,21,10,2.0,74.0,205.0,,Orthodox,49.0,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
1ebdcb7488d0ebee,Pearl Gonzalez,,6,3,0.0,64.0,115.0,,Orthodox,39.0,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,1.0,0.0,1.0,0.0,0.33035714285714285,0.6666666666666666,1.0,77.0,0.5
71171fc96445bf65,Vitor Petrino,,14,2,0.0,74.0,225.0,77.0,Orthodox,28.0,3.24,0.48,2.71,0.51,2.6,0.46,0.79,0.7,8.0,6.0,2.0,0.75,0.45397476695240924,0.5263888888888889,0.625,221.875,0.6666666666666666
349aaa3da11eb587,Karo Parisyan,The Heat,24,11,,70.0,170.0,72.0,Orthodox,43.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,11.0,8.0,3.0,0.7272727272727273,0.40221655745230317,0.5961760461760461,0.8181818181818182,288.8181818181818,0.25
fba03cd6cc28dc41,Josh Emmett,,19,7,0.0,66.0,145.0,70.0,Orthodox,41.0,3.67,0.35,4.52,0.59,1.07,0.36,0.43,0.1,16.0,10.0,6.0,0.625,0.3565965710123742,0.30892255892255893,0.0625,63.1875,0.4
3253b16d38ae087d,Julianna Pena,The Venezuelan Vixen,13,6,0.0,66.0,135.0,69.0,Orthodox,36.0,3.1,0.44,2.56,0.57,1.7,0.54,0.24,0.8,11.0,8.0,3.0,0.7272727272727273,0.49175109178058646,0.7033333333333334,0.7272727272727273,246.0909090909091,0.5
a01a62132460a98d,Adam Fugitt,,10,6,0.0,73.0,170.0,77.0,Southpaw,37.0,4.88,0.46,5.33,0.51,1.63,0.22,0.5,0.0,5.0,2.0,3.0,0.4,0.486585262033136,0.17410714285714285,0.0,70.0,0.5
ba5e253af86db1a8,Terrion Ware,Flash,17,9,0.0,68.0,135.0,71.0,Orthodox,39.0,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,3.0,0.0,3.0,0.0,0.33954815252863746,0.1111111111111111,0.0,58.0,0.5
5d7bdab5e03e3216,CB Dollaway,The Doberman,17,9,0.0,74.0,185.0,76.0,Orthodox,42.0,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,18.0,10.0,8.0,0.5555555555555556,0.4556568995922387,0.5730442176870748,0.5555555555555556,205.44444444444446,0.4
dd8aec6de7035943,Dan Evensen,The Viking,11,4,0.0,75.0,250.0,,Orthodox,51.0,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.2222222222222222,0.4,2.0,0.0,0.5
f7467152fd9f18a2,Taila Santos,,19,3,0.0,66.0,125.0,68.0,Orthodox,32.0,3.39,0.48,2.64,0.58,2.0,0.76,0.86,1.1,6.0,4.0,2.0,0.6666666666666666,0.5177490305044484,0.9428571428571428,1.5,415.8333333333333,0.25
4d44f37107f01b9b,Tom Lawlor,Filthy,10,6,,72.0,205.0,74.0,Southpaw,42.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,10.0,6.0,4.0,0.6,0.4120933577292273,0.231203007518797,0.9,222.0,0.6666666666666666
4f732e58ed907eff,Ross Pearson,The Real Deal,20,16,,68.0,155.0,69.0,Orthodox,41.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,24.0,12.0,12.0,0.5,0.42531929603057317,0.5,0.0,52.666666666666664,0.4166666666666667
132deb59abae64b1,Valentina Shevchenko,Bullet,26,4,1.0,65.0,125.0,66.0,Southpaw,38.0,3.04,0.52,2.0,0.63,2.65,0.61,0.76,0.3,17.0,14.0,3.0,0.8235294117647058,0.5813832209634403,0.7040616246498599,0.35294117647058826,324.0,0.42857142857142855
1975c2272ba40e71,Nick Serra,The Mad Monkey,7,3,0.0,69.0,170.0,,Orthodox,47.0,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
19a8cce18a1cef9e,James Head,,9,4,0.0,73.0,170.0,73.0,Orthodox,42.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,4.0,2.0,2.0,0.5,0.4974673778169155,1.0,0.5,70.75,0.5
d2036f31c035e0d1,Jose Torres,Shorty,8,1,0.0,64.0,125.0,65.0,Orthodox,33.0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,1.0,1.0,0.0,1.0,0.3548387096774194,0.3333333333333333,0.0,42.0,1.0
7498b3ac79a3b948,Taiyilake Nueraji,Super Saiyan,12,1,,74.0,170.0,75.0,Southpaw,25.0,9.82,0.53,5.01,0.58,1.47,0.33,1.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
072a10e85f7d4bff,Milana Dudieva,,11,6,0.0,63.0,135.0,,Orthodox,36.0,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,2.0,1.0,1.0,0.5,0.1527777777777778,0.45,0.0,99.5,0.0
4f140403000158b5,Herbert Burns,The Blaze,11,6,0.0,69.0,145.0,73.0,Orthodox,38.0,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8,5.0,2.0,3.0,0.4,0.4925602776995966,0.65,0.8,79.8,1.0
5f61780fe5e9b6d0,Andre Petroski,,13,6,0.0,72.0,185.0,73.0,Switch,34.0,2.81,0.49,2.79,0.53,3.15,0.51,0.86,1.3,11.0,8.0,3.0,0.7272727272727273,0.4206044010188395,0.47278338945005616,1.0,276.0,0.375
b60c980f79b87ce8,Bea Malecki,,4,1,0.0,69.0,135.0,74.0,Orthodox,34.0,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,2.0,2.0,0.0,1.0,0.39696071163825053,0.4,1.0,136.0,0.5
75f871836d41f90f,Justin McCully,The Insane One,11,5,2.0,73.0,225.0,73.0,Orthodox,50.0,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,3.0,2.0,1.0,0.6666666666666666,0.4005892255892256,0.425,0.0,400.6666666666667,0.0
75353550928a7921,Muhammad Mokaev,The Punisher,13,0,,67.0,125.0,70.0,Orthodox,25.0,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8,6.0,6.0,0.0,1.0,0.4872153229911851,0.4937362637362638,0.8333333333333334,433.5,0.6666666666666666
6256b2b1562cb8e1,James Vick,The Texecutioner,13,5,0.0,75.0,155.0,76.0,Orthodox,39.0,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,13.0,9.0,4.0,0.6923076923076923,0.3890363706830044,0.25,0.38461538461538464,33.53846153846154,0.5555555555555556
49e49b54e5901d0d,Eddie Mendez,,8,3,,70.0,185.0,,,42.0,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
a26198ba5093147e,TJ Grant,,21,5,0.0,70.0,155.0,72.0,Orthodox,42.0,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,10.0,7.0,3.0,0.7,0.5203538612602497,0.3753968253968254,0.5,191.2,0.42857142857142855
94609dd91731d428,Jeff Newton,,4,2,0.0,74.0,205.0,,Sideways,59.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
c07efc18b231f170,Jordan Rinaldi,All Day,14,7,0.0,70.0,145.0,72.0,Orthodox,38.0,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,4.0,2.0,2.0,0.5,0.4369612068965517,0.5178571428571428,1.0,239.75,0.5
2de91c2244ad7e89,Dominic Waters,Sho Nuff,9,5,0.0,73.0,170.0,79.0,Orthodox,36.0,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,2.0,0.0,2.0,0.0,0.24528301886792453,1.0,0.0,189.0,0.5
bcad7223af3c19da,Martin Svensson,,15,6,0.0,73.0,155.0,,,40.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
46e2011d92463b7e,Oumar Sy,,12,2,0.0,76.0,205.0,83.0,Orthodox,30.0,3.41,0.48,1.87,0.66,2.45,0.35,0.66,0.3,4.0,3.0,1.0,0.75,0.33737887596899224,0.41309523809523807,0.25,213.25,0.6666666666666666
8fa2b06572365321,Marcus Jones,The Darkness,4,2,0.0,78.0,265.0,,Orthodox,52.0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
1a54231796e24a3f,Liudvik Sholinian,Palmeyros,9,4,1.0,70.0,135.0,71.0,Orthodox,36.0,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,1.0,0.0,1.0,0.0,0.20652173913043478,0.0,0.0,86.0,0.5
696002b59f09d73b,Joseph Sandoval,,7,7,0.0,67.0,135.0,,Southpaw,39.0,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.5
7c0847d3854a95f2,Sean Salmon,,18,21,0.0,70.0,185.0,,Southpaw,48.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.35714285714285715,0.6666666666666666,0.0,52.0,0.5
e0f7c4f3f67bc808,Wes Sims,The Project,24,14,,82.0,260.0,,Orthodox,46.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,1.0,0.0,1.0,0.0,0.72,0.4,0.0,39.0,0.5
202b0467521c9d6f,Viktor Pesta,,10,4,0.0,75.0,240.0,77.0,Orthodox,35.0,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,4.0,1.0,3.0,0.25,0.3973893338300118,0.20085470085470086,0.0,299.0,0.0
8ef4a91ac694b7ce,Shayna Baszler,The Queen of Spades,15,11,0.0,67.0,135.0,,Orthodox,45.0,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,1.0,0.0,1.0,0.0,0.26666666666666666,0.25,1.0,115.0,0.5
a9d6e047ce48ab63,Allen Crowder,Pretty Boy,10,4,,75.0,245.0,76.0,Orthodox,36.0,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,1.0,0.0,1.0,0.0,0.39473684210526316,0.4,0.0,0.0,0.5
c17041f1bb5768d8,Alex White,The Spartan,13,6,0.0,72.0,155.0,71.0,Southpaw,37.0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,9.0,4.0,5.0,0.4444444444444444,0.4439924526625966,0.6071428571428571,0.4444444444444444,52.0,0.5
6e00cfffd54653c4,Tyson Nam,,21,14,1.0,67.0,125.0,68.0,Orthodox,42.0,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0,7.0,3.0,4.0,0.42857142857142855,0.40929511119055384,0.0,0.0,17.857142857142858,1.0
e7e01e266a9d4342,Ronnie Lawrence,The Heat,8,2,,68.0,135.0,68.0,Switch,33.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,2.0,2.0,0.0,1.0,0.5986696230598669,0.873015873015873,0.0,479.0,0.5
7b6ce3a9460565b5,Valeri Ignatov,,1,2,0.0,69.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.4,0.0,0.0,0.5
a7de976620f2ed13,Shane Howell,,13,10,0.0,68.0,125.0,,Orthodox,42.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.5
33efaf2d0941cfcf,Andre Fialho,,16,8,,72.0,170.0,74.0,Orthodox,31.0,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,6.0,2.0,4.0,0.3333333333333333,0.4424974535268653,0.4,0.0,12.833333333333334,1.0
96c336b463e0662c,Frankie Perez,,10,4,0.0,71.0,155.0,73.0,Orthodox,36.0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,3.0,1.0,2.0,0.3333333333333333,0.5341377576671694,0.29166666666666663,0.3333333333333333,81.0,1.0
5580771f383e141f,Jesse Ronson,The Body Snatcher,21,12,,70.0,155.0,70.0,Southpaw,40.0,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,4.0,0.0,4.0,0.0,0.4577547328535426,0.375,0.25,31.5,0.5
b96939f2b8d88e82,Ariel Beck,,4,5,0.0,66.0,125.0,66.0,Southpaw,35.0,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
775bad6d700d2302,David Roberts,,5,8,0.0,73.0,170.0,,Orthodox,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
8eb046f83e82bf26,Martin Buday,Badys,16,2,0.0,76.0,265.0,77.0,Orthodox,34.0,4.39,0.53,4.49,0.55,0.15,0.2,0.93,0.1,7.0,6.0,1.0,0.8571428571428571,0.5416019758024896,0.3333333333333333,0.14285714285714285,168.14285714285714,0.16666666666666666
a6c2f5381d575920,Orlando Wiet,The Gladiator,1,5,0.0,70.0,170.0,,Southpaw,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4,0.0,0.0,1.0
12458872d6afae1b,Vernon White,Tiger,26,33,2.0,72.0,205.0,,Southpaw,54.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
f348d05403fad037,Dan Bobish,,17,9,0.0,74.0,345.0,,Southpaw,56.0,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.5
b1de86d835638319,Luke Riley,,12,0,0.0,69.0,145.0,69.0,Orthodox,26.0,2.55,0.6,1.27,0.46,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
86bace9e4ad85542,Xiao Long,,27,11,0.0,68.0,135.0,70.0,Orthodox,27.0,5.06,0.47,3.85,0.5,0.74,0.27,0.82,0.0,3.0,1.0,2.0,0.3333333333333333,0.4770253947010253,0.2,0.0,141.66666666666666,1.0
8a65fd9ba31fd3f7,Zhang Mingyang,Mountain Tiger,19,7,0.0,74.0,205.0,75.0,Orthodox,27.0,7.71,0.6,5.33,0.43,0.0,0.0,0.75,0.0,3.0,3.0,0.0,1.0,0.6283068783068783,0.4,0.0,31.666666666666668,1.0
798e48f9e7f6ba22,Carlos Hernandez,,10,5,0.0,68.0,125.0,67.0,Orthodox,32.0,3.83,0.45,3.5,0.5,1.56,0.21,0.65,0.2,6.0,3.0,3.0,0.5,0.4622932301642752,0.2587301587301587,0.0,121.5,0.0
329e403448756217,Nathaniel Wood,The Last Kingsman,22,6,0.0,66.0,145.0,69.0,Orthodox,32.0,5.74,0.52,4.32,0.54,1.46,0.5,0.73,0.5,12.0,9.0,3.0,0.75,0.5304695238178548,0.5641534391534392,0.5,136.25,0.3333333333333333
0871254cd790c250,Tommy Hayden,Wild Card,11,3,0.0,69.0,145.0,,Southpaw,40.0,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,79.0,0.5
24174a3f44ce8e03,Chan-Mi Jeon,,5,2,0.0,65.0,115.0,,Orthodox,28.0,6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.368,0.4,0.0,2.0,0.5
37b1696e6d115957,Rolando Delgado,Roli,11,6,1.0,75.0,155.0,77.0,Orthodox,44.0,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,2.0,1.0,1.0,0.5,0.5277777777777778,0.225,3.0,244.5,1.0
d2bc285ead803db0,Louis Smolka,Da Last Samurai,17,9,0.0,69.0,135.0,68.0,Orthodox,34.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,16.0,8.0,8.0,0.5,0.4934636405359174,0.3153846153846154,1.1875,167.4375,0.75
5870c541798124ae,Manoel Sousa,Manumito,14,1,0.0,69.0,155.0,70.0,Orthodox,28.0,4.15,0.45,3.71,0.51,0.0,0.0,0.6,1.6,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
f5ff7bcdcfeba3ad,Trevor Prangley,,34,11,2.0,73.0,185.0,75.0,Orthodox,53.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,3.0,2.0,1.0,0.6666666666666666,0.6417582417582418,0.6777777777777777,0.6666666666666666,504.6666666666667,0.5
32ba186f4b0e3267,Brian Ebersole,Bad Boy,51,18,,72.0,170.0,73.0,Southpaw,45.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,7.0,5.0,2.0,0.7142857142857143,0.5506346129429653,0.2222222222222222,0.14285714285714285,287.0,0.2
05866d8c3a321856,Marvin Eastman,The Beastman,18,15,1.0,69.0,185.0,73.0,Orthodox,54.0,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,4.0,1.0,3.0,0.25,0.28735955056179774,0.16666666666666666,0.0,71.25,0.0
8b69839f3555a67b,Martin Kampmann,The Hitman,20,7,0.0,72.0,170.0,72.0,Orthodox,43.0,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,16.0,11.0,5.0,0.6875,0.41396116835021884,0.4809523809523809,1.3125,149.5625,0.6363636363636364
cf9d24e4bd0cf2ce,Mark Bocek,,12,5,0.0,68.0,155.0,75.0,Orthodox,44.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,12.0,7.0,5.0,0.5833333333333334,0.4137816862041987,0.5231304643069349,1.0833333333333333,372.5,0.5714285714285714
efd2b3e9bb7965a4,Bharat Kandare,Daring,5,3,0.0,67.0,135.0,72.0,Orthodox,38.0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
2816ced060a21be3,Nick Hein,Sergeant,14,5,,66.0,155.0,66.0,Southpaw,41.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,7.0,4.0,3.0,0.5714285714285714,0.3223700165871771,0.26666666666666666,0.0,55.57142857142857,0.0
acb36c908d415c4a,Vinicius Moreira,Mamute,9,5,0.0,76.0,205.0,76.0,Orthodox,37.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,3.0,0.0,3.0,0.0,0.5079365079365079,0.0,0.0,57.333333333333336,0.5
6c9b66b43663f2f7,Viktoriia Dudakova,,8,2,0.0,65.0,115.0,67.0,Orthodox,27.0,2.87,0.47,3.4,0.5,2.73,0.35,0.33,0.0,3.0,2.0,1.0,0.6666666666666666,0.40106256630229237,0.43333333333333335,0.0,100.66666666666667,0.5
8d5350fa18b79e9a,James Mulheron,,11,2,0.0,70.0,243.0,73.0,Orthodox,38.0,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
3d6749c4267da18f,Joanna Jedrzejczyk,,16,5,0.0,66.0,115.0,65.0,Orthodox,38.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,14.0,10.0,4.0,0.7142857142857143,0.4410810151242272,0.7000000000000001,0.07142857142857142,90.14285714285714,0.2
a4de54ea806fb525,Ray Borg,The Tazmexican Devil,13,5,0.0,64.0,135.0,63.0,Orthodox,32.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,11.0,7.0,4.0,0.6363636363636364,0.5509507598733298,0.5705741626794258,1.0909090909090908,426.3636363636364,0.2857142857142857
02d276b7d62b3472,Rudyard Moncayo,,0,3,0.0,70.0,195.0,,Orthodox,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
73a78713bd899f4c,Allen Frye Jr.,,6,1,0.0,77.0,265.0,80.0,Orthodox,27.0,2.2,0.38,4.27,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
e56cee1ad697db04,Steven Asplund,Concrete,7,2,0.0,77.0,260.0,78.0,Orthodox,27.0,10.05,0.51,6.64,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5821917808219178,0.4,0.0,3.0,1.0
8f2d9ee27f206f1f,Evan Tanner,,32,8,0.0,72.0,185.0,74.0,Orthodox,55.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,16.0,11.0,5.0,0.6875,0.5829785619972829,0.605,0.9375,158.875,0.8181818181818182
35673bf5204524ee,Bo Nickal,,8,1,0.0,73.0,185.0,76.0,Southpaw,30.0,3.35,0.61,2.07,0.59,3.1,0.55,1.0,2.5,5.0,4.0,1.0,0.8,0.516326222796811,0.4375,0.8,148.2,0.75
322a56923b396b4d,DaMarques Johnson,Darkness,15,15,0.0,73.0,170.0,75.0,Orthodox,43.0,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,9.0,4.0,5.0,0.4444444444444444,0.4154902747201103,0.625,0.3333333333333333,90.44444444444444,1.0
4f3064faf17aa711,Tamires Vidal,Tractor,7,4,0.0,66.0,135.0,68.0,Orthodox,27.0,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,3.0,1.0,2.0,0.3333333333333333,0.5513023304861331,0.0,0.6666666666666666,54.333333333333336,1.0
fe5a9547479396ab,Jim Alers,The Beast,13,3,,69.0,145.0,71.0,Orthodox,39.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,2.0,1.0,1.0,0.5,0.4554531490015361,0.45,0.5,240.0,0.0
35e1f9984ed64206,Ryan MacDonald,Main Event,10,2,0.0,71.0,135.0,71.0,Switch,33.0,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,47.0,0.5
4a01dc8376736ef5,John Lewis,,3,4,3.0,72.0,155.0,,Southpaw,,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.32786885245901637,1.0,0.0,199.0,1.0
641ca2c2ed91b93c,Zygimantas Ramaska,,9,3,0.0,71.0,145.0,71.0,Orthodox,29.0,0.96,0.6,2.25,0.3,0.0,0.0,0.33,2.4,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
ec34349e7dffcde7,Claudia Gadelha,Claudinha,18,5,0.0,64.0,115.0,63.0,Orthodox,37.0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,11.0,7.0,4.0,0.6363636363636364,0.40635988382926735,0.48441142191142195,0.7272727272727273,254.9090909090909,0.14285714285714285
