fighter_id,name,nickname,wins,losses,ties,height_in,weight_lb,reach_in,stance,age,slpm,str_acc_dec,sapm,str_def_dec,td_avg,td_acc_dec,td_def_dec,sub_avg,hist_fights,hist_wins,hist_losses,hist_win_rate,hist_strike_acc,hist_td_acc,hist_sub_avg,hist_ctrl_avg,hist_finish_rate
46d0a888d87d91ac,Abu Azaitar,Captain Morocco,14,4,1.0,69.0,185.0,76.0,Orthodox,40.0,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,2.0,1.0,1.0,0.5,0.4340753424657534,0.5,0.0,159.5,0.0
394f55ebca199124,Ivan Salaverry,,14,9,0.0,72.0,185.0,,Orthodox,55.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,6.0,3.0,3.0,0.5,0.47401996151996145,0.2,1.6666666666666667,76.5,1.0
03f982ca3735070c,Walt Harris,The Big Ticket,13,10,,77.0,250.0,77.0,Southpaw,42.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,13.0,6.0,7.0,0.46153846153846156,0.41026673830119637,0.0,0.07692307692307693,9.461538461538462,1.0
9508cc6184cb2450,Eric McConico,,10,4,1.0,72.0,185.0,77.0,Southpaw,35.0,2.61,0.43,3.23,0.46,0.0,0.0,0.64,0.0,2.0,1.0,1.0,0.5,0.37286324786324787,0.4,0.0,96.0,0.0
d2f43cfaf8ca3560,Fernando Padilla,El Valiente,16,6,0.0,73.0,145.0,76.0,Orthodox,29.0,6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,3.0,2.0,1.0,0.6666666666666666,0.5310620225826557,0.0,0.3333333333333333,18.666666666666668,1.0
b406da701c479076,Ernest Chavez,EJ,10,2,0.0,68.0,145.0,70.0,Orthodox,42.0,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,2.0,1.0,1.0,0.5,0.42005105592945,0.5,0.0,213.0,0.0
5114f1b5ad4cdf72,Shane Primm,,5,5,0.0,75.0,205.0,,Orthodox,41.0,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
a20f234df70f2182,Ji Yeon Kim,Firefist,9,7,2.0,67.0,125.0,72.0,Orthodox,36.0,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1,9.0,3.0,6.0,0.3333333333333333,0.36126939510801237,0.0,0.0,61.44444444444444,0.3333333333333333
fa37628269132d1a,Godofredo Pepey,,13,6,0.0,67.0,145.0,73.0,Orthodox,38.0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,10.0,5.0,5.0,0.5,0.4064145989319787,0.14285714285714285,0.8,66.7,0.8
6f242453c91a5af0,Dennis Bermudez,The Menace,17,9,0.0,66.0,155.0,66.0,Orthodox,39.0,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,16.0,9.0,7.0,0.5625,0.45871983490985124,0.391991341991342,0.75,265.6875,0.3333333333333333
563a1d42bb0e3cef,Tre'ston Vines,TVTime,10,4,0.0,73.0,185.0,79.0,Orthodox,29.0,0.0,0.0,3.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
1ddb480b601cefb1,Chance Rencountre,Black Eagle,14,4,0.0,74.0,170.0,75.0,Southpaw,39.0,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,3.0,2.0,1.0,0.6666666666666666,0.3211382113821138,0.3055555555555555,0.3333333333333333,264.3333333333333,0.5
1e38bba6738b7b10,Alfonso Alcarez,,1,3,1.0,63.0,145.0,,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
eae48ff31db420c2,Arman Tsarukyan,Ahalkalakets,23,3,0.0,67.0,155.0,72.0,Orthodox,29.0,3.85,0.5,1.8,0.54,3.26,0.37,0.75,0.1,11.0,9.0,2.0,0.8181818181818182,0.5190862347878896,0.40568181818181814,0.0,307.0,0.4444444444444444
f7d73e452b064bf2,Danny Henry,The Hatchet,12,4,0.0,72.0,145.0,73.0,Orthodox,37.0,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,3.0,2.0,1.0,0.6666666666666666,0.5019704433497537,0.3333333333333333,1.0,122.0,0.5
9310418684bc896f,Pawel Pawlak,,12,3,0.0,72.0,170.0,73.0,Orthodox,37.0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,2.0,1.0,1.0,0.5,0.375,0.75,0.0,93.5,0.0
1dc56b59cb28425d,Oleg Taktarov,The Russian Bear,17,5,2.0,72.0,210.0,,Orthodox,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,0.7142857142857143,0.21442006269592478,0.0,1.2857142857142858,0.0,0.8
50cc91ce2982785d,Ricco Rodriguez,Suave,53,25,,76.0,265.0,,Orthodox,48.0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,6.0,5.0,1.0,0.8333333333333334,0.6023437641170198,0.5388888888888889,1.0,395.8333333333333,1.0
173acb3f920082b8,Roland Delorme,,9,5,,69.0,135.0,71.0,Orthodox,42.0,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,5.0,3.0,2.0,0.6,0.4591754886258578,0.45131313131313133,1.4,162.4,0.6666666666666666
0f6528b461e47462,Joao Roque,,7,2,4.0,66.0,155.0,,Orthodox,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
8e5d953bdb9ae5e7,Loopy Godinez,,14,5,0.0,62.0,115.0,61.0,Orthodox,32.0,4.51,0.49,4.03,0.62,2.96,0.41,0.81,0.9,13.0,8.0,5.0,0.6153846153846154,0.5399425846629435,0.45871212121212124,0.8461538461538461,250.6153846153846,0.25
be0b310a12eb80b4,Enrique Barzola,El Fuerte,17,5,2.0,67.0,145.0,70.0,Orthodox,36.0,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,8.0,6.0,2.0,0.75,0.43745451958187515,0.4306547619047619,0.25,278.5,0.0
c32aeb1a59e6272d,Michael Morales,,19,0,0.0,72.0,170.0,79.0,Orthodox,26.0,5.68,0.49,3.26,0.53,1.04,0.41,0.89,0.0,6.0,6.0,0.0,1.0,0.5751454585992625,0.25,0.0,32.833333333333336,0.6666666666666666
d4270315cbcf2569,Jacob Malkoun,Mamba,9,3,0.0,69.0,185.0,73.0,Orthodox,30.0,4.55,0.58,2.36,0.55,5.81,0.4,0.33,0.9,6.0,4.0,2.0,0.6666666666666666,0.4536677753141168,0.3801282051282051,0.3333333333333333,362.6666666666667,0.25
3a24769a4855040a,Diego Nunes,The Gun,19,7,0.0,66.0,145.0,67.0,Orthodox,43.0,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,5.0,3.0,2.0,0.6,0.436491288930705,0.5,0.0,135.0,0.0
993d385f5a475375,Andy Enz,Tank Mode,10,4,0.0,75.0,185.0,78.0,Orthodox,34.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,2.0,0.0,2.0,0.0,0.24503639010189227,0.0,0.0,0.0,0.5
f14cf73e51b29254,Sergei Pavlovich,,20,3,0.0,75.0,257.0,84.0,Southpaw,33.0,4.43,0.44,3.62,0.55,0.48,0.25,0.75,0.0,10.0,7.0,3.0,0.7,0.45215092811303326,0.3333333333333333,0.0,44.5,0.8571428571428571
0d0351c20169a499,Jon Delos Reyes,The Heat,8,5,0.0,66.0,125.0,67.0,Orthodox,38.0,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,3.0,1.0,2.0,0.3333333333333333,0.4187569178373776,1.0,1.0,117.66666666666667,1.0
3143bf892608139a,Yana Santos,,17,8,,66.0,135.0,68.0,Orthodox,36.0,4.41,0.57,3.12,0.52,0.78,0.47,0.51,0.1,11.0,6.0,5.0,0.5454545454545454,0.5887557341180943,0.475,0.09090909090909091,242.63636363636363,0.0
f3a853544e4413c4,Anthony Lapsley,The Recipe,23,7,,69.0,170.0,,Southpaw,46.0,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.42105263157894735,0.4,0.0,318.0,0.5
72c4b253d2f5ebf2,Roman Salazar,El Gallito,10,6,,67.0,135.0,,Orthodox,38.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5
e780ccc79a209985,John Dowdy,,0,1,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
56b8b24f65f9f057,Mike Kyle,MAK,22,14,,76.0,205.0,77.0,Orthodox,45.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,2.0,1.0,1.0,0.5,0.6520833333333333,0.0,0.5,119.5,1.0
cd7bafbeee1f29a0,War Machine,,14,5,0.0,71.0,170.0,,Orthodox,44.0,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0,1.0,1.0,0.0,1.0,0.6041666666666666,0.5,0.0,433.0,1.0
fdd22e895a70e4a8,Damian Pinas,The Baba Yaga,9,1,0.0,73.0,185.0,79.0,Orthodox,24.0,7.5,0.56,3.75,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
907e60fd13407e1e,Bec Rawlings,Rowdy,7,8,0.0,66.0,125.0,64.0,Orthodox,37.0,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,6.0,2.0,4.0,0.3333333333333333,0.4392640784280615,0.375,0.3333333333333333,124.66666666666667,0.5
513c6f1715e547a8,Brock Lesnar,,5,3,,75.0,265.0,81.0,Orthodox,48.0,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,6.0,4.0,2.0,0.6666666666666666,0.699788781909525,0.6527777777777778,0.3333333333333333,251.0,0.75
39d309957c5c210d,Mario Pinto,,11,0,0.0,77.0,265.0,79.0,Orthodox,28.0,3.39,0.78,2.42,0.53,2.72,0.6,1.0,1.8,1.0,1.0,0.0,1.0,0.5652173913043478,0.0,0.0,18.0,1.0
192520689012c7e4,Suman Mokhtarian,,8,5,0.0,68.0,145.0,72.0,Orthodox,33.0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.4,0.0,34.0,0.5
297a2b35444c245b,Mandy Bohm,Monster,8,2,,67.0,125.0,71.0,Orthodox,36.0,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7,2.0,0.0,2.0,0.0,0.4462365591397849,0.0,0.5,42.0,0.5
7dda2cf308f24a02,Virna Jandiroba,Carcara,22,4,0.0,63.0,115.0,64.0,Orthodox,37.0,2.33,0.41,2.9,0.55,2.85,0.37,0.74,1.5,11.0,8.0,3.0,0.7272727272727273,0.4355643132915809,0.4706854256854257,1.4545454545454546,315.0,0.5
d2a9be6bf2de624c,Robert Drysdale,,7,0,,75.0,205.0,,Orthodox,44.0,0.0,0.0,0.0,0.0,7.32,1.0,0.0,21.9,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
4f74c8be51db8a37,Daiju Takase,,12,15,2.0,72.0,170.0,,Southpaw,47.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,2.0,0.0,2.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.5
64788ee44b062ded,Michinori Tanaka,,11,3,0.0,65.0,135.0,67.0,Orthodox,35.0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,4.0,2.0,2.0,0.5,0.45411464984753314,0.4583333333333333,0.25,405.5,0.0
470fedbc8563ac47,Daniel Omielanczuk,,19,8,,72.0,247.0,74.0,Southpaw,43.0,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,8.0,4.0,4.0,0.5,0.6533082828238596,0.2888888888888889,0.125,92.625,0.5
abb68e3c7ca128f2,Julia Polastri,Psycho,14,5,0.0,62.0,115.0,64.0,Orthodox,28.0,6.4,0.54,5.4,0.57,0.73,0.8,0.6,0.4,3.0,1.0,2.0,0.3333333333333333,0.5692152186853051,0.5,0.3333333333333333,162.0,0.0
53278852bcd91e11,Igor Pokrajac,The Duke,28,13,,72.0,205.0,74.0,Orthodox,47.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,11.0,4.0,7.0,0.36363636363636365,0.48745657278416965,0.3020833333333333,0.18181818181818182,91.36363636363636,0.75
6085ceb59087514b,Steve Lopez,,13,6,1.0,71.0,155.0,,Orthodox,41.0,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0,1.0,0.0,1.0,0.0,0.12244897959183673,0.4,0.0,0.0,0.5
baed16f18348908e,Kris McCray,Savage,8,5,0.0,72.0,170.0,76.0,Orthodox,44.0,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,2.0,0.0,2.0,0.0,0.3314393939393939,1.0,0.0,45.0,0.5
850266b3dc4e506e,Daniel Marcos,Soncora,18,1,,67.0,135.0,69.0,Orthodox,33.0,4.9,0.53,3.79,0.61,1.35,0.52,0.85,0.1,5.0,4.0,1.0,0.8,0.5423455502308886,0.48214285714285715,0.0,136.4,0.25
cd85b48dc880fabd,Horacio Gutierrez,The Punisher,4,3,0.0,70.0,145.0,,,35.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.2631578947368421,0.4,0.0,0.0,0.5
53f84637dfffab7a,Eric Wisely,Little Lee,26,9,1.0,68.0,145.0,,Southpaw,41.0,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,1.0,0.0,1.0,0.0,0.5,0.4,0.0,6.0,0.5
2b06b6ad5db63348,Brandon Melendez,The Murderer,25,25,0.0,71.0,155.0,,Southpaw,42.0,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
ec52462a1b41f714,Brett Johns,The Pikey,17,2,0.0,67.0,135.0,71.0,Orthodox,34.0,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,6.0,4.0,2.0,0.6666666666666666,0.4609874487369707,0.44000000000000006,0.8333333333333334,363.6666666666667,0.5
a6fd2173d5e2d7f0,Jason Day,Dooms,19,12,0.0,72.0,185.0,72.0,Orthodox,44.0,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,2.0,1.0,1.0,0.5,0.6288759689922481,0.4,0.0,1.5,1.0
e00a3dee329a51f7,Jamall Emmers,Pretty Boy,22,8,0.0,70.0,145.0,74.0,Orthodox,36.0,5.1,0.49,3.92,0.57,2.59,0.53,0.81,0.3,8.0,4.0,4.0,0.5,0.5343001713639481,0.38690476190476186,0.125,139.375,0.5
f782f953bfe7b5f2,Jonathan Micallef,The Captain,9,1,0.0,72.0,170.0,77.0,Southpaw,27.0,3.96,0.41,4.22,0.56,1.13,0.66,0.75,1.1,1.0,1.0,0.0,1.0,0.4427083333333333,0.4,0.0,9.0,0.0
9ccf8371fd80d45d,Luan Chagas,Tarzan,15,3,1.0,72.0,170.0,75.0,Orthodox,32.0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,2.0,1.0,1.0,0.5,0.5055180677303399,0.125,0.5,85.0,1.0
55f80a8aeffcdb33,Dustin Pague,The Disciple,12,11,0.0,69.0,135.0,74.0,Orthodox,38.0,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,5.0,1.0,4.0,0.2,0.57003003003003,0.5,1.8,115.6,1.0
c75b99887c8c3f5a,Keith Rockel,Rock,12,4,1.0,72.0,185.0,,Orthodox,60.0,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,1.0,0.0,1.0,0.0,0.6,1.0,2.0,331.0,0.5
dc0f07928009a127,Rob Emerson,The Saint,18,12,,69.0,155.0,70.0,Orthodox,44.0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,5.0,3.0,2.0,0.6,0.46046910526945634,0.34545454545454546,0.0,127.2,0.3333333333333333
72db2a14ffa73ece,Mateusz Gamrot,Gamer,25,4,,70.0,155.0,70.0,Southpaw,35.0,3.29,0.51,2.96,0.59,5.15,0.37,0.83,0.1,11.0,8.0,3.0,0.7272727272727273,0.563043389586908,0.3852640381946602,0.09090909090909091,230.9090909090909,0.5
ab35634d1a8c7a11,Flavio Luiz Moura,,19,7,0.0,71.0,183.0,,Open Stance,50.0,0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
a2b12c3f3d60ff69,Alex Garcia,The Dominican Nightmare,15,6,0.0,69.0,170.0,72.0,Orthodox,38.0,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,9.0,5.0,4.0,0.5555555555555556,0.32300194822091943,0.5284090909090909,0.1111111111111111,196.44444444444446,0.6
c10eb2f12c489f6d,Tim Gorman,The Psycho,9,4,0.0,65.0,135.0,,Southpaw,42.0,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,1.0,0.0,1.0,0.0,0.21739130434782608,0.0,0.0,407.0,0.5
91ea901c458e95dd,Jared Rosholt,,14,4,0.0,74.0,265.0,75.0,Orthodox,39.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,7.0,6.0,1.0,0.8571428571428571,0.5423180774328992,0.44246031746031744,0.14285714285714285,379.0,0.16666666666666666
a6f3d15cb84334bb,Dean Barry,The Sniper,4,2,0.0,70.0,170.0,72.0,Orthodox,33.0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
11f8860028b68fcf,Aaron Rosa,,18,6,0.0,76.0,205.0,77.0,Orthodox,42.0,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,2.0,1.0,1.0,0.5,0.5018904125049376,0.0,0.0,30.5,0.0
193b9d1858bc4df3,Dan Hooker,The Hangman,24,14,0.0,72.0,155.0,75.0,Switch,36.0,4.82,0.48,4.94,0.49,0.68,0.33,0.77,0.6,23.0,14.0,9.0,0.6086956521739131,0.46604827812386973,0.23033509700176363,0.30434782608695654,110.08695652173913,0.6428571428571429
7a39bbac8cc0fa70,Gasan Umalatov,Cobra,17,4,2.0,71.0,170.0,71.0,Orthodox,43.0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,3.0,1.0,2.0,0.3333333333333333,0.40873925752192247,0.13095238095238096,0.0,128.0,0.0
48d1f690b763934c,Chael Sonnen,,29,15,1.0,73.0,205.0,73.0,Southpaw,48.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,13.0,7.0,6.0,0.5384615384615384,0.49588255485871113,0.560593328240387,0.3076923076923077,453.7692307692308,0.2857142857142857
ac7c765882f2c68c,Elise Reed,,8,5,0.0,63.0,115.0,63.0,Orthodox,33.0,3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0,8.0,4.0,4.0,0.5,0.4539164564469107,0.3333333333333333,0.0,62.125,0.0
0d980975001ae3d8,Shamil Gamzatov,,14,1,0.0,74.0,205.0,76.0,Orthodox,35.0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.463768115942029,0.0,0.0,11.0,0.0
2e19380f34871c6a,Dominick Reyes,The Devastator,15,5,0.0,76.0,205.0,77.0,Southpaw,36.0,5.39,0.54,3.49,0.49,0.29,0.28,0.82,0.3,13.0,9.0,4.0,0.6923076923076923,0.5542021887153384,0.4,0.15384615384615385,38.07692307692308,0.7777777777777778
eef9b891edbd4604,Mark Hunt,Super Samoan,13,14,,70.0,265.0,72.0,Orthodox,51.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,15.0,8.0,7.0,0.5333333333333333,0.41105337452446855,0.75,0.06666666666666667,52.86666666666667,0.875
544d7460b3e44393,Albert Morales,The Warrior,7,4,1.0,69.0,135.0,72.0,Orthodox,34.0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,4.0,1.0,3.0,0.25,0.32622583057365667,0.27777777777777773,0.0,125.0,0.0
d0e50a3d1b250708,Andre Soukhamthath,The Asian Sensation,13,8,0.0,69.0,135.0,70.0,Orthodox,37.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,6.0,2.0,4.0,0.3333333333333333,0.4465975918078504,0.6428571428571428,0.16666666666666666,129.5,0.5
3fa97913cfd205d3,Alessandro Costa,Nono,14,5,0.0,64.0,125.0,67.0,Orthodox,30.0,3.64,0.44,3.57,0.57,0.46,0.16,0.83,0.5,4.0,2.0,2.0,0.5,0.511326771465523,0.08333333333333333,0.0,41.75,1.0
896c322f56b8be5a,George Sotiropoulos,,14,7,0.0,70.0,155.0,71.0,Orthodox,48.0,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,10.0,7.0,3.0,0.7,0.333401181499469,0.49450757575757576,1.2,188.8,0.7142857142857143
f5f6419c5f00abad,Tyler Diamond,,9,1,0.0,67.0,145.0,69.0,Orthodox,35.0,3.4,0.47,2.53,0.44,3.0,0.75,0.7,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
d343df8ba11f4c4e,Nina Nunes,,11,7,0.0,65.0,125.0,64.0,Orthodox,40.0,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,8.0,4.0,4.0,0.5,0.4882175387746436,0.375,0.5,108.75,0.25
64b12fe31be7560c,Eric Nolan,Nightime,8,4,0.0,74.0,185.0,74.0,Orthodox,28.0,3.14,0.39,5.13,0.41,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
7e69a4b0961aa555,Brad Blackburn,Bad Brad,18,13,,70.0,170.0,73.0,Orthodox,48.0,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,4.0,3.0,1.0,0.75,0.38254034206620413,0.0,0.25,97.75,0.3333333333333333
1cf7ccf64a5bf24e,Oskar Piechota,Imadlo,11,3,,72.0,185.0,76.0,Southpaw,36.0,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,4.0,2.0,2.0,0.5,0.5801169953723422,0.6666666666666666,1.25,116.25,0.5
2f13e4020cea5b38,Raphael Assuncao,,28,10,0.0,65.0,135.0,66.0,Orthodox,43.0,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,18.0,12.0,6.0,0.6666666666666666,0.41474175831621934,0.3977272727272727,0.1111111111111111,84.0,0.25
2ac4628c08ec5125,Markus Perez,Maluko,12,5,0.0,73.0,185.0,73.0,Orthodox,37.0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,6.0,2.0,4.0,0.3333333333333333,0.5464368354725293,0.3085714285714286,0.6666666666666666,82.33333333333333,1.0
dc5a6b2fdb27e7dc,Amilcar Alves,,15,12,0.0,72.0,170.0,,Southpaw,37.0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,1.0,0.0,1.0,0.0,0.4,0.4,0.0,0.0,0.5
94508d80e1f885fc,Augusto Montano,Dodger,15,3,0.0,73.0,170.0,73.0,Orthodox,41.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,2.0,1.0,1.0,0.5,0.47937062937062935,0.4,0.0,43.5,1.0
4148802ae4a50768,Daniel Zellhuber,Golden Boy,15,4,0.0,73.0,155.0,77.0,Switch,26.0,5.45,0.38,6.17,0.54,0.14,0.25,0.81,0.3,6.0,3.0,3.0,0.5,0.3575216613979322,0.0,0.16666666666666666,24.833333333333332,0.3333333333333333
2bd98ab77a8daa75,Stewart Nicoll,Kakamora,8,2,0.0,65.0,125.0,65.0,Orthodox,29.0,3.0,0.34,6.69,0.48,2.55,0.14,0.25,0.0,1.0,0.0,1.0,0.0,0.47058823529411764,1.0,0.0,124.0,0.5
94527830000ab715,Rani Yahya,,28,12,,66.0,135.0,67.0,Orthodox,41.0,1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,18.0,13.0,5.0,0.7222222222222222,0.47181467336235045,0.3485750360750361,1.2777777777777777,275.94444444444446,0.5384615384615384
f0abbb6f3444dae7,Paul Buentello,The Headhunter,35,17,0.0,74.0,245.0,77.0,Orthodox,52.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,5.0,3.0,2.0,0.6,0.468864158910435,0.5,0.4,54.6,1.0
6ad9058b7c7898b0,Tony DeSouza,,11,4,0.0,72.0,170.0,70.0,Southpaw,51.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,5.0,3.0,2.0,0.6,0.44333333333333336,0.6666666666666666,0.6,174.4,0.6666666666666666
2d447cc91bdaa545,Joachim Christensen,,14,6,0.0,75.0,205.0,76.0,Orthodox,47.0,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.3333333333333333,0.38937936238445575,0.0,0.0,166.66666666666666,1.0
d3c554d6e11fc9d6,Jianping Yang,,11,4,1.0,67.0,145.0,,Orthodox,37.0,1.4,0.26,2.07,0.65,1.0,0.25,0.33,0.0,0.0,0.0,0.0,0.5,0.4599432462259341,0.4,0.1875,101.32142857142857,0.5
80d8aed0ca9b00f3,Montana De La Rosa,,13,9,1.0,67.0,125.0,68.0,Orthodox,31.0,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8,10.0,5.0,5.0,0.5,0.4068204690343782,0.34375,0.7,224.8,0.8
9ba2226646046b63,Frankie Saenz,,13,7,0.0,66.0,135.0,66.0,Orthodox,45.0,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,9.0,5.0,4.0,0.5555555555555556,0.46304996262889414,0.2652777777777778,0.1111111111111111,172.0,0.0
ddf3e0ea10ea6d8c,Jorge de Oliveira,Blade,9,2,0.0,68.0,155.0,,Orthodox,46.0,1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,1.0,0.0,1.0,0.0,0.3382352941176471,0.4,0.0,0.0,0.5
18d01f7f8338ae72,Vinicius Oliveira,LokDog,23,4,0.0,69.0,135.0,70.0,Switch,30.0,4.73,0.43,2.7,0.57,1.45,0.46,0.7,0.2,4.0,4.0,0.0,1.0,0.4353952452189831,0.5875,0.25,171.25,0.25
8caca5857ce0e30b,David Lee,,12,10,0.0,70.0,155.0,,Orthodox,37.0,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.4,0.0,0.0,0.5
f40ec51dd4de47c3,Jonavin Webb,The Spyder,9,2,,70.0,170.0,,Orthodox,36.0,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0,1.0,0.0,1.0,0.0,0.34328358208955223,0.25,2.0,180.0,0.5
97a8f39186f489db,Jeff Hougland,Hellbound,10,6,0.0,67.0,135.0,68.0,Orthodox,47.0,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,2.0,1.0,1.0,0.5,0.4360079575596817,0.1,2.0,117.0,0.0
69a400af4420cd6a,Andreas Stahl,Real Steel,10,4,0.0,71.0,170.0,,Orthodox,37.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,1.0,0.0,1.0,0.0,0.36936936936936937,0.0,0.0,182.0,0.5
04d5718ed2661e8c,Jorge Gurgel,,14,10,0.0,67.0,155.0,69.0,Orthodox,49.0,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,6.0,3.0,3.0,0.5,0.33304125852353395,0.33571428571428574,0.16666666666666666,261.0,0.0
