height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
70.0,155.0,70.0,29.0,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0,73.0,155.0,75.0,28.0,2.87,0.52,1.53,0.65,1.73,0.4,0.71,0.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,4,2,2,0.5,0.5432461455971291,0.1,0.0,55.75,0.0,-3.0,0.0,-5.0,1.0,1.13,-0.13,3.3999999999999995,-0.13,-1.23,-0.28,-0.14,-0.5,-4,-2,-2,0.1428571428571429,-0.07155384783823482,0.34904675686761244,0.2857142857142857,60.75,0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73.0,185.0,74.0,36.0,5.65,0.47,5.94,0.49,0.34,0.28,0.68,0.1,72.0,185.0,75.0,32.0,4.57,0.6,3.1,0.51,5.88,0.48,0.68,1.6,7,3,4,0.42857142857142855,0.5773929129446925,0.08333333333333333,0.14285714285714285,77.28571428571429,0.6666666666666666,5,3,2,0.6,0.46762685202121823,0.696969696969697,1.2,208.0,0.6666666666666666,1.0,0.0,-1.0,4.0,1.08,-0.13,2.8400000000000003,-0.020000000000000018,-5.54,-0.19999999999999996,0.0,-1.5,2,0,2,-0.17142857142857143,0.1097660609234743,-0.6136363636363636,-1.0571428571428572,-130.71428571428572,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75.0,170.0,80.0,37.0,5.16,0.61,3.32,0.57,0.0,0.0,0.75,0.1,75.0,185.0,75.0,34.0,5.53,0.51,4.78,0.5,1.9,0.34,0.75,0.4,2,2,0,1.0,0.9117647058823529,0.4490467568676125,0.5,27.0,1.0,4,3,1,0.75,0.5920227652464495,0.5888888888888889,0.5,107.75,0.6666666666666666,0.0,-15.0,5.0,3.0,-0.3700000000000001,0.09999999999999998,-1.4600000000000004,0.06999999999999995,-1.9,-0.34,0.0,-0.30000000000000004,-2,-1,-1,0.25,0.31974194063590344,-0.13984213202127643,0.0,-80.75,0.33333333333333337,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74.0,185.0,75.0,29.0,3.47,0.43,3.05,0.53,1.23,0.33,0.5,1.0,70.0,185.0,74.0,37.0,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,3,0,3,0.0,0.2199197860962567,0.45454545454545453,0.0,4.333333333333333,0.5714285714285714,4.0,0.0,1.0,-8.0,2.4800000000000004,0.13,-0.8000000000000003,0.07,1.23,0.33,0.5,1.0,-3,0,-3,0.6428571428571429,0.2517725116626376,-0.005498697677842057,0.2857142857142857,112.16666666666667,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
65.0,135.0,69.0,34.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,68.0,135.0,70.0,29.0,3.67,0.43,3.71,0.56,3.14,0.55,0.85,0.6,4,1,3,0.25,0.5180676122811254,0.0,0.0,31.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-3.0,0.0,-1.0,5.0,-1.0299999999999998,-0.10999999999999999,0.41000000000000014,-0.10000000000000003,-3.14,-0.55,-0.24,-0.39999999999999997,4,1,3,-0.41666666666666663,0.044918413428835124,-0.45454545454545453,-0.2857142857142857,-85.11111111111111,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,205.0,75.0,34.0,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0,74.0,246.0,80.0,33.0,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5,7,4,3,0.5714285714285714,0.540057789892227,0.4490467568676125,0.0,9.285714285714286,0.75,2,1,1,0.5,0.4326923076923077,1.0,0.5,71.5,1.0,0.0,-41.0,-5.0,1.0,0.9900000000000002,0.050000000000000044,-1.5899999999999999,0.13999999999999996,-1.02,-0.37,0.030000000000000027,-0.5,5,3,2,0.0714285714285714,0.10736548219991926,-0.5509532431323876,-0.5,-62.214285714285715,-0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71.0,145.0,74.0,35.0,3.88,0.37,4.34,0.5,2.32,0.46,0.71,0.2,72.0,145.0,73.0,36.0,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1,17,9,8,0.5294117647058824,0.35724038783960405,0.5669642857142857,0.11764705882352941,99.70588235294117,0.3333333333333333,5,3,2,0.6,0.5982881222664505,0.6666666666666666,0.0,200.8,0.3333333333333333,-1.0,0.0,1.0,-1.0,-2.0,-0.14,-0.040000000000000036,0.030000000000000027,1.2899999999999998,-0.03999999999999998,0.15999999999999992,0.1,12,6,6,-0.07058823529411762,-0.2410477344268464,-0.09970238095238093,0.11764705882352941,-101.09411764705884,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61.0,115.0,61.0,30.0,3.67,0.55,2.52,0.53,1.81,0.5,0.68,0.1,62.0,115.0,63.0,26.0,4.43,0.49,3.16,0.51,1.45,0.34,0.66,0.7,5,3,2,0.6,0.5418595584117332,0.4333333333333334,0.0,92.8,0.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,-2.0,4.0,-0.7599999999999998,0.06000000000000005,-0.6400000000000001,0.020000000000000018,0.3600000000000001,0.15999999999999998,0.020000000000000018,-0.6,5,3,2,-0.06666666666666665,0.06871035955944288,-0.021212121212121127,-0.2857142857142857,-23.311111111111117,-0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
71.0,155.0,72.0,36.0,3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7,73.0,155.0,77.0,26.0,5.45,0.38,6.17,0.54,0.14,0.25,0.81,0.3,1,0,1,0.0,0.45555555555555555,0.25,2.0,122.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,0.0,-5.0,10.0,-2.25,0.12,-2.6799999999999997,0.010000000000000009,1.75,0.07,0.18999999999999995,0.39999999999999997,1,0,1,-0.6666666666666666,-0.01759364329673474,-0.20454545454545453,1.7142857142857144,5.888888888888886,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69.0,155.0,70.0,33.0,4.13,0.38,5.28,0.52,0.0,0.0,0.83,0.0,74.0,155.0,74.0,32.0,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,1,0,1,0.0,0.3684210526315789,0.4490467568676125,0.0,0.0,0.5714285714285714,1,0,1,0.0,0.6129032258064516,0.45454545454545453,0.0,0.0,0.5714285714285714,-5.0,0.0,-4.0,1.0,-1.1799999999999997,-0.08999999999999997,-1.13,0.12,0.0,0.0,0.83,0.0,0,0,0,0.0,-0.2444821731748727,-0.005498697677842057,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,170.0,74.0,33.0,3.17,0.54,2.39,0.58,1.07,0.5,0.72,0.3,69.0,170.0,71.0,30.0,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,9,5,4,0.5555555555555556,0.5393419261935479,0.65,0.3333333333333333,131.22222222222223,0.6,1,0,1,0.0,0.48058252427184467,0.1111111111111111,0.0,53.0,0.5714285714285714,3.0,0.0,3.0,3.0,-1.1399999999999997,0.09000000000000002,-2.9599999999999995,0.10999999999999999,0.030000000000000027,0.3,0.21999999999999997,-0.2,8,5,3,0.5555555555555556,0.05875940192170326,0.538888888888889,0.3333333333333333,78.22222222222223,0.02857142857142858,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71.0,170.0,75.0,35.0,5.02,0.5,5.5,0.57,0.54,0.45,0.87,0.1,71.0,185.0,75.0,34.0,4.83,0.51,5.3,0.51,0.9,0.48,0.6,0.7,8,6,2,0.75,0.5262870309293326,0.5,0.125,101.125,0.6666666666666666,18,14,4,0.7777777777777778,0.5359094427228891,0.5428571428571429,0.5,69.05555555555556,0.9285714285714286,0.0,-15.0,0.0,1.0,0.1899999999999995,-0.010000000000000009,0.20000000000000018,0.05999999999999994,-0.36,-0.02999999999999997,0.27,-0.6,-10,-8,-2,-0.02777777777777779,-0.009622411793556496,-0.04285714285714293,-0.375,32.06944444444444,-0.261904761904762,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
67.0,125.0,66.0,29.0,2.65,0.39,4.14,0.44,2.16,0.29,0.44,1.2,64.0,125.0,67.0,37.0,1.84,0.32,3.32,0.47,1.02,0.75,0.11,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,0.0,-1.0,-8.0,0.8099999999999998,0.07,0.8199999999999998,-0.02999999999999997,1.1400000000000001,-0.46,0.33,1.2,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70.0,155.0,73.0,31.0,6.24,0.56,3.46,0.43,3.34,0.4,0.72,2.1,71.0,155.0,75.0,34.0,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,3,2,1,0.6666666666666666,0.7133879781420766,0.6666666666666666,0.3333333333333333,73.0,1.0,1,0,1,0.0,0.3783783783783784,0.5,0.0,62.0,0.5714285714285714,-1.0,0.0,-2.0,-3.0,3.8400000000000003,0.20000000000000007,-4.62,0.02999999999999997,-2.66,-0.15000000000000002,0.21999999999999997,2.1,2,2,0,0.6666666666666666,0.33500959976369815,0.16666666666666663,0.3333333333333333,11.0,0.4285714285714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66.0,125.0,68.0,28.0,4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8,65.0,115.0,63.0,30.0,2.71,0.48,2.86,0.56,2.76,0.4,0.38,0.9,4,2,2,0.5,0.5489047351454562,1.0,0.5,65.0,1.0,12,7,5,0.5833333333333334,0.5156939540729942,0.4246031746031746,0.5833333333333334,247.41666666666666,0.8571428571428571,1.0,10.0,5.0,-2.0,1.7199999999999998,0.06000000000000005,0.7600000000000002,-0.040000000000000036,-2.21,0.26,0.07,-0.09999999999999998,-8,-5,-3,-0.08333333333333337,0.033210781072462,0.5753968253968254,-0.08333333333333337,-182.41666666666666,0.1428571428571429,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65.0,135.0,69.0,34.0,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,69.0,135.0,69.0,30.0,5.18,0.54,2.75,0.63,1.83,0.4,0.83,0.1,6,4,2,0.6666666666666666,0.48724152807437604,0.5385434173669468,0.0,326.0,0.5,1,1,0,1.0,0.5426829268292683,0.45454545454545453,0.0,0.0,0.0,-4.0,0.0,0.0,4.0,-1.3599999999999999,-0.06000000000000005,1.7199999999999998,-0.19,3.5700000000000003,0.009999999999999953,-0.30999999999999994,0.19999999999999998,5,3,2,-0.33333333333333337,-0.05544139875489229,0.08399796282149224,0.0,326.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,205.0,76.0,42.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,76.0,205.0,79.0,34.0,6.19,0.51,4.03,0.44,0.0,0.0,0.73,0.0,23,14,9,0.6086956521739131,0.46534947442828944,0.341991341991342,0.043478260869565216,67.1304347826087,0.7857142857142857,5,4,1,0.8,0.36110317370679923,0.45454545454545453,0.0,14.8,0.75,-2.0,0.0,-3.0,8.0,-2.47,-0.030000000000000027,-1.4600000000000004,0.09000000000000002,0.88,0.33,-0.07999999999999996,0.1,18,10,8,-0.19130434782608696,0.10424630072149021,-0.11255411255411252,0.043478260869565216,52.330434782608705,0.0357142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75.0,265.0,77.0,34.0,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,75.0,260.0,78.0,31.0,3.57,0.47,4.23,0.52,3.82,0.59,0.63,0.5,7,4,3,0.5714285714285714,0.48258024513339043,0.3333333333333333,0.0,67.85714285714286,0.5,8,5,3,0.625,0.4291311192859847,0.48809523809523814,0.125,179.375,0.6,0.0,5.0,-1.0,3.0,1.0299999999999998,0.020000000000000018,-0.40000000000000036,-0.040000000000000036,-3.59,-0.18999999999999995,-0.06999999999999995,-0.5,-1,-1,0,-0.0535714285714286,0.05344912584740574,-0.15476190476190482,-0.125,-111.51785714285714,-0.09999999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74.0,239.0,79.0,36.0,3.85,0.39,4.27,0.51,0.56,0.14,0.66,0.0,74.0,205.0,76.0,38.0,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,0.0,34.0,3.0,-2.0,-0.6099999999999999,-0.22999999999999998,1.5399999999999996,-0.06999999999999995,0.18000000000000005,0.07,-0.33999999999999997,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74.0,185.0,75.0,39.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,72.0,185.0,74.0,31.0,5.85,0.53,4.5,0.59,1.02,0.42,0.52,0.0,22,10,12,0.45454545454545453,0.46941346177952537,0.2,0.045454545454545456,35.5,0.6,7,4,3,0.5714285714285714,0.550057302374179,0.25,0.0,27.0,0.75,2.0,0.0,1.0,8.0,-2.57,-0.09000000000000002,-0.8700000000000001,-0.06999999999999995,-0.96,-0.27999999999999997,0.29999999999999993,0.1,15,6,9,-0.11688311688311687,-0.08064384059465368,-0.04999999999999999,0.045454545454545456,8.5,-0.15000000000000002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70.0,170.0,73.0,35.0,2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,73.0,185.0,77.0,31.0,5.12,0.52,4.11,0.44,0.77,0.17,0.53,0.4,5,2,3,0.4,0.44774153854052107,0.5,0.0,13.6,1.0,2,2,0,1.0,0.5545232565064617,0.5625,0.5,141.0,0.5,-3.0,-15.0,-4.0,4.0,-2.91,-0.11000000000000004,-0.38000000000000034,0.0,-0.010000000000000009,0.19999999999999998,0.06999999999999995,-0.4,3,0,3,-0.6,-0.10678171796594066,-0.0625,-0.5,-127.4,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75.0,185.0,77.0,41.0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,73.0,205.0,72.0,34.0,6.26,0.58,6.2,0.49,0.32,0.5,0.8,0.0,10,6,4,0.6,0.5610649512047841,0.38,0.6,107.5,1.0,7,5,2,0.7142857142857143,0.5797783310532217,0.5,0.0,11.857142857142858,0.8,2.0,-20.0,5.0,7.0,-2.16,-0.08999999999999997,-3.52,0.040000000000000036,0.37999999999999995,-0.21000000000000002,-0.15000000000000002,1.0,3,1,2,-0.11428571428571432,-0.018713379848437683,-0.12,0.6,95.64285714285714,0.19999999999999996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63.0,115.0,58.0,26.0,2.94,0.38,3.68,0.46,2.0,0.47,0.75,0.4,67.0,115.0,68.0,33.0,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,2,1,1,0.5,0.395529197080292,0.21428571428571427,0.0,205.5,0.0,3,1,2,0.3333333333333333,0.5245440833676128,0.45454545454545453,0.0,69.0,0.0,-4.0,0.0,-10.0,-7.0,0.1499999999999999,-0.08999999999999997,1.1100000000000003,-0.10999999999999993,2.0,0.47,0.42,0.4,-1,0,-1,0.16666666666666669,-0.12901488628732083,-0.24025974025974026,0.0,136.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
72.0,170.0,76.0,38.0,4.16,0.51,2.67,0.55,2.79,0.44,0.89,0.1,74.0,170.0,74.0,34.0,2.6,0.54,2.44,0.52,1.25,0.37,0.63,0.4,15,15,0,1.0,0.5445794556460245,0.5682406044248149,0.13333333333333333,472.93333333333334,0.3333333333333333,13,11,2,0.8461538461538461,0.540075424222856,0.3983333333333333,0.38461538461538464,255.23076923076923,0.2727272727272727,-2.0,0.0,2.0,4.0,1.56,-0.030000000000000027,0.22999999999999998,0.030000000000000027,1.54,0.07,0.26,-0.30000000000000004,2,4,-2,0.15384615384615385,0.004504031423168464,0.16990727109148163,-0.2512820512820513,217.7025641025641,0.06060606060606061,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75.0,246.0,78.0,40.0,3.59,0.48,3.33,0.55,1.38,0.33,0.75,0.1,74.0,262.0,75.0,35.0,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,15,9,6,0.6,0.5164763372614007,0.45634920634920634,0.06666666666666667,220.13333333333333,0.4444444444444444,5,5,0,1.0,0.6248886782579505,0.7228571428571429,0.8,315.2,0.8,1.0,-16.0,3.0,5.0,-0.18999999999999995,-0.030000000000000027,1.2000000000000002,0.010000000000000009,-3.1100000000000003,-0.22000000000000003,0.47,-0.8,10,4,6,-0.4,-0.10841234099654973,-0.2665079365079365,-0.7333333333333334,-95.06666666666666,-0.3555555555555556,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66.0,135.0,68.0,35.0,4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,67.0,135.0,70.0,39.0,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,9,7,2,0.7777777777777778,0.4334324860914541,0.5231457082906359,0.3333333333333333,379.44444444444446,0.14285714285714285,19,13,6,0.6842105263157895,0.454862543639054,0.2986111111111111,0.21052631578947367,133.6315789473684,0.3076923076923077,-1.0,0.0,-2.0,-4.0,0.77,-0.050000000000000044,-1.0100000000000002,-0.05999999999999994,5.5,-0.16000000000000003,-0.16000000000000003,0.19999999999999998,-10,-6,-4,0.0935672514619883,-0.021430057547599857,0.2245345971795248,0.12280701754385964,245.81286549707605,-0.16483516483516486,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66.0,135.0,68.0,37.0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6,66.0,135.0,66.0,34.0,3.71,0.56,4.9,0.51,0.51,0.23,0.63,1.3,3,2,1,0.6666666666666666,0.5009920634920635,0.5555555555555555,0.3333333333333333,138.66666666666666,1.0,5,3,2,0.6,0.44740097304534937,0.0,0.8,22.6,0.6666666666666666,0.0,0.0,2.0,3.0,-1.5099999999999998,-0.10000000000000003,-2.4200000000000004,0.010000000000000009,1.97,0.18999999999999997,-0.13,-0.7000000000000001,-2,-1,-1,0.06666666666666665,0.05359109044671412,0.5555555555555555,-0.46666666666666673,116.06666666666666,0.33333333333333337,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69.0,155.0,68.0,37.0,5.64,0.53,4.14,0.55,1.78,0.32,0.6,0.0,72.0,155.0,75.0,46.0,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,10,6,4,0.6,0.5603399031675546,0.3683035714285714,0.0,280.2,0.16666666666666666,9,7,2,0.7777777777777778,0.5093616208193122,0.4489795918367347,0.2222222222222222,94.33333333333333,0.5714285714285714,-3.0,0.0,-7.0,-9.0,2.82,0.07,0.7399999999999998,0.010000000000000009,0.9,0.07,-0.26,-0.2,1,-1,2,-0.1777777777777778,0.05097828234824231,-0.0806760204081633,-0.2222222222222222,185.86666666666667,-0.40476190476190477,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68.0,135.0,66.0,29.0,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,68.0,125.0,67.0,31.0,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,5,1,4,0.2,0.42418883548014186,0.4,0.2,140.8,1.0,7,2,5,0.2857142857142857,0.3671195615561605,0.06666666666666667,0.5714285714285714,130.28571428571428,0.0,0.0,10.0,-1.0,-2.0,0.6300000000000003,0.03999999999999998,0.8799999999999999,-0.010000000000000009,-0.07999999999999996,-0.010000000000000009,-0.040000000000000036,-0.39999999999999997,-2,-1,-1,-0.08571428571428569,0.05706927392398137,0.33333333333333337,-0.3714285714285714,10.514285714285734,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70.0,170.0,67.0,29.0,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,70.0,170.0,74.0,33.0,5.46,0.46,6.59,0.52,2.53,0.39,0.83,0.2,1,0,1,0.0,0.53125,0.6666666666666666,2.0,342.0,0.5714285714285714,1,0,1,0.0,0.4131455399061033,0.0,0.0,8.0,0.5714285714285714,0.0,0.0,-7.0,-4.0,-2.1,0.02999999999999997,-1.9799999999999995,-0.06,-0.9899999999999998,-0.040000000000000036,-0.49999999999999994,0.7,0,0,0,0.0,0.11810446009389669,0.6666666666666666,2.0,334.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75.0,205.0,79.0,34.0,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8,74.0,205.0,75.0,37.0,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,7,4,3,0.5714285714285714,0.6482215396115588,0.25,0.5714285714285714,67.85714285714286,1.0,2,0,2,0.0,0.4444444444444444,0.0,0.5,0.0,0.5714285714285714,1.0,0.0,4.0,-3.0,-0.6400000000000001,0.06999999999999995,-4.140000000000001,0.14000000000000007,0.76,0.3,0.5,-1.2,5,4,1,0.5714285714285714,0.2037770951671144,0.25,0.0714285714285714,67.85714285714286,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68.0,125.0,70.0,35.0,4.58,0.53,3.82,0.53,2.88,0.38,0.63,0.0,66.0,125.0,70.0,29.0,3.95,0.45,8.28,0.34,2.32,0.5,0.0,1.2,1,0,1,0.0,0.572463768115942,0.25,0.0,87.0,0.5714285714285714,2,0,2,0.0,0.7333333333333334,0.5,0.0,41.5,0.5714285714285714,2.0,0.0,0.0,6.0,0.6299999999999999,0.08000000000000002,-4.459999999999999,0.19,0.56,-0.12,0.63,-1.2,-1,0,-1,0.0,-0.16086956521739137,-0.25,0.0,45.5,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64.0,125.0,69.0,32.0,4.46,0.4,3.24,0.64,0.56,0.3,0.83,0.0,67.0,125.0,70.0,32.0,3.84,0.44,3.64,0.59,1.36,0.39,0.65,0.4,9,7,2,0.7777777777777778,0.4535007572472201,0.2571428571428571,0.0,80.77777777777777,0.2857142857142857,10,7,3,0.7,0.42125951849223836,0.5837912087912087,0.8,171.5,0.5714285714285714,-3.0,0.0,-1.0,0.0,0.6200000000000001,-0.03999999999999998,-0.3999999999999999,0.050000000000000044,-0.8,-0.09000000000000002,0.17999999999999994,-0.4,-1,0,-1,0.07777777777777783,0.03224123875498175,-0.3266483516483516,-0.8,-90.72222222222223,-0.2857142857142857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65.0,125.0,68.0,32.0,2.47,0.33,3.88,0.59,1.18,0.25,0.62,0.4,66.0,125.0,68.0,36.0,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,2,2,0,1.0,0.415469146238377,0.8333333333333333,0.5,179.5,0.5,3,2,1,0.6666666666666666,0.723130677847659,0.8333333333333333,0.3333333333333333,227.33333333333334,0.5,-1.0,0.0,0.0,-4.0,0.43000000000000016,-0.27999999999999997,1.29,-0.020000000000000018,-1.3299999999999998,-0.5,-0.14,0.0,-1,0,-1,0.33333333333333337,-0.30766153160928206,0.0,0.16666666666666669,-47.83333333333334,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73.0,170.0,75.0,33.0,3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4,71.0,170.0,72.0,35.0,4.9,0.39,4.88,0.55,0.32,0.24,0.47,0.3,5,4,1,0.8,0.5296286711017963,1.0,0.2,93.2,0.5,14,10,4,0.7142857142857143,0.3983807992976739,0.19999999999999998,0.2857142857142857,59.285714285714285,0.3,2.0,0.0,3.0,-2.0,-1.1300000000000003,0.02999999999999997,-0.6399999999999997,-0.010000000000000009,0.69,0.32999999999999996,-0.019999999999999962,0.10000000000000003,-9,-6,-3,0.08571428571428574,0.13124787180412245,0.8,-0.08571428571428569,33.91428571428572,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
